genero,title,specs,price,id,developer,anio
Simulation,FSX Steam Edition: Hawker Heroes Add-On,"['Single-player', 'Multi-player', 'Downloadable Content', 'Partial Controller Support']",18.99,556218,First Class Simulations,2017
Action,Anarchy Online,"['Single-player', 'Multi-player', 'MMO', 'In-App Purchases']",Free To Play,396280,Funcom,2001
Action,FreeStyleFootball - Starter Pack,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Partial Controller Support']",7.99,583110,Joycity,2017
Adventure,Open Sorcery,"['Single-player', 'Steam Trading Cards']",3.99,585180,Abigail Corfman,2017
Action,Shift Happens,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,359840,Klonk Games,2017
Action,Polterheist,"['Single-player', 'Steam Trading Cards']",4.99,595320,The_Kiddy,2017
Adventure,Beauty Bounce,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",3.99,372330,BurstRay Games,2017
Simulation,Northgard,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,466560,Shiro Games,2017
Adventure,Mystery Tales: The Lost Hope Collector's Edition,"['Single-player', 'Steam Achievements']",9.99,591580,Domini Games,2017
Adventure,Of Light and Darkness,['Single-player'],9.99,557760,Tribal Dreams,1998
Action,N0-EXIT,"['Single-player', 'Full controller support', 'Steam Trading Cards']",0.99,503430,ma_mutte,2017
Action,GRANADO ESPADA,"['Single-player', 'MMO']",Free to Play,319730,"HANBITSOFT, INC.,IMC GAMES CO.,LTD.",2007
Racing,FPV Air Tracks - Supporter Pack,"['Single-player', 'Multi-player', 'Downloadable Content', 'Partial Controller Support', 'Steam Cloud']",2.99,600240,Flyleap Studios,2017
Adventure,Drop Hunt - Adventure Puzzle,"['Single-player', 'Steam Trading Cards']",1.99,596870,Oriplay,2017
Action,The Exiled,"['Multi-player', 'Online Multi-Player', 'MMO']",Free,332650,Fairytale Distillery,2017
Action,The Exiled - Nomad Pack,"['Multi-player', 'Online Multi-Player', 'MMO', 'Downloadable Content']",19.99,530150,Fairytale Distillery,2017
Action,The Exiled - Vanguard Pack,"['Multi-player', 'Online Multi-Player', 'MMO', 'Downloadable Content']",79.99,530152,Fairytale Distillery,2017
Action,The Exiled - Seeker Pack,"['Multi-player', 'Online Multi-Player', 'MMO', 'Downloadable Content']",39.99,530151,Fairytale Distillery,2017
Adventure,School of Talent: SUZU-ROUTE,"['Single-player', 'Steam Trading Cards']",8.99,573040,MyDearest,2017
Action,Frog Hop Soundtrack,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",4.99,578680,Tiny Warrior Games,2017
Action,Badass Hero,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",9.99,465200,Awesome Games Studio,2017
Simulation,Seasteader,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",29.99,592550,Cosy Goat,2017
Action,Blackwake,"['Multi-player', 'Online Multi-Player', 'Partial Controller Support']",19.99,420290,Mastfire Studios Pty Ltd,2017
Action,KByte,"['Single-player', 'Steam Achievements', 'Full controller support']",4.99,415090,"Daniel Gili,Joaquín Godoy,Emilio Martinez,Bruno Carro",2017
Adventure,The Inner Darkness,"['Single-player', 'Full controller support', 'Steam Trading Cards']",4.99,562160,Nauris Amatnieks,2017
Adventure,Midnight at the Celestial Palace: Chapter I,"['Single-player', 'Captions available']",9.99,460140,"Orrery Games,Blip Haus Design",2017
Action,Hollow Knight - Official Soundtrack,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,598190,Team Cherry,2017
Action,Hollow Knight,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,367520,Team Cherry,2017
Adventure,Wizrogue - Labyrinth of Wizardry,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",11.99,494320,Taito,2017
Adventure,Downward,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,506900,Caracal Games,2017
Action,ICEY - UCEY's Awakening,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",Free,598710,FantaBlade Network,2017
Action,Rogue'n Roll,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",4.99,600310,Pierre Brengues,2017
Action,Alien Attack: Zero,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']",0.99,601690,Alien Jellyfish,2017
Action,Germ Wars Soundtrack,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']",0.99,561800,Svarog Studios,2017
Strategy,Syrian Warfare Original Soundtrack,"['Single-player', 'Downloadable Content']",3.99,599050,Cats Who Play,2017
Action,Furious Angels,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",4.99,551450,MorfeoDev,2017
Action,Armored Gear,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",2.99,581000,Crystal Box Team,2017
Adventure,Torment: Tides of Numenera - Legacy Edition Upgrade,"['Single-player', 'Downloadable Content']",19.99,596230,inXile Entertainment,2017
Adventure,Torment: Tides of Numenera - Immortal Edition Upgrade,"['Single-player', 'Downloadable Content']",44.99,596231,inXile Entertainment,2017
Action,BERSERK - Additional Warhorse Set,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",6.99,569716,"KOEI TECMO GAMES CO., LTD.",2017
Adventure,For The King,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Full controller support', 'Steam Cloud']",14.99,527230,IronOak Games,2017
Action,BERSERK - Additional Scenario Set,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",7.99,569717,"KOEI TECMO GAMES CO., LTD.",2017
Action,Minimized Ultimate,"['Single-player', 'Downloadable Content', 'Steam Trading Cards']",1.99,590520,Crystal Box Team,2017
Simulation,Command LIVE - Korean Missile Crisis,"['Single-player', 'Downloadable Content', 'Steam Workshop', 'Includes level editor']",2.99,584260,WarfareSims,2017
Simulation,My Vet Practice,['Single-player'],9.99,595130,"Sproing,Neopica",2017
Simulation,FSX Steam Edition: Cessna CU206 Stationair Add-On,"['Single-player', 'Multi-player', 'Downloadable Content', 'Partial Controller Support']",19.99,500237,Carenado,2017
Simulation,FSX Steam Edition: Toposim US Northeast Add-On,"['Single-player', 'Multi-player', 'Downloadable Content', 'Partial Controller Support']",14.99,556225,Toposim,2017
Action,Slash It 2 - A Himitsu Exclusive Edition,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']",0.99,590470,Just1337 Studio,2017
Action,DRAGON BALL XENOVERSE 2 - DB Super Pack 2,"['Single-player', 'Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",7.99,508401,"QLOC,DIMPS",2017
Action,Slash It 2 - JanjiMusic Exclusive Edition,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']",0.99,590490,Just1337 Studio,2017
Action,Slash It 2 - Elexive Exclusive Edition,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']",Free To Play,590480,Just1337 Studio,2017
Adventure,Bayou Island - Point and Click Adventure,"['Single-player', 'Captions available']",1.99,597210,Andy Howard Games,2017
Action,Tom Clancy's The Division™ - Last Stand,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Trading Cards']",14.99,596190,Massive Entertainment,2017
Simulation,WWE 2K17 - Hall of Fame Showcase,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support']",9.99,570210,"Visual Concepts,Yuke's Co., LTD",2017
Action,Turn Around,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",0.99,595340,"Limed,lalalaZero,Urbanoff",2017
Action,Blowhards,"['Multi-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Full controller support', 'Steam Trading Cards', 'Includes level editor']",9.99,552000,Babloon Studios,2017
Simulation,Rocksmith® 2014 Edition – Remastered – Variety Song Pack VIII,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,509733,Ubisoft - San Francisco,2017
Simulation,Rocksmith® 2014 Edition – Remastered – Tears for Fears - “Everybody Wants to Rule the World”,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,509730,Ubisoft - San Francisco,2017
Simulation,Rocksmith® 2014 Edition – Remastered – Kasabian - “Underdog”,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,509731,Ubisoft - San Francisco,2017
Simulation,Rocksmith® 2014 Edition – Remastered – Candlebox - “Far Behind”,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,509729,Ubisoft - San Francisco,2017
Action,DESYNC,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,390030,The Foregone Syndicate,2017
Simulation,Rocksmith® 2014 Edition – Remastered – Steppenwolf - “Magic Carpet Ride”,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,509732,Ubisoft - San Francisco,2017
Action,Sky Rogue Original Soundtrack,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Full controller support']",6.99,586070,Fractal Phase,2017
Action,VThree,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Leaderboards', 'Includes level editor']",7.99,567320,2xMilk,2017
Adventure,Oracle,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",1.99,576310,Watercolor Games,2017
Action,Space Fuss,"['Single-player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",4.99,525150,NerdyYetis,2017
Simulation,FSX Steam Edition: Farm Strips Vol 2: Central and Southern England Add-On,"['Single-player', 'Multi-player', 'Downloadable Content', 'Partial Controller Support']",9.99,556217,Neil Birch,2017
Simulation,Train Simulator: North London &amp; Goblin Lines Add-On,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",39.99,500211,Dovetail Games,2017
Action,Doug and Lily,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",0.99,601180,the_dobrokot,2017
Simulation,Stage Presence Soundtrack,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",3.99,602330,Sea Green Games,2017
Adventure,Disturbed - Support DLC,"['Single-player', 'Downloadable Content', 'Full controller support']",0.99,551560,Brad Moore,2017
Action,Blast-off,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,391140,Quad-Games,2017
Adventure,Tales of Terror: Crimson Dawn,['Single-player'],6.99,596270,Deep Shadows Games,2017
Adventure,Ino,"['Single-player', 'Partial Controller Support']",1.99,398140,L Rod,2017
Adventure,Tap Adventure: Time Travel,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",Free To Play,596650,Avallon Alliance,2017
Action,Box Maze,"['Single-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats']",0.99,512020,GamersHype Productions,2017
Adventure,An Octonaut Odyssey,"['Single-player', 'Steam Achievements', 'Full controller support']",4.99,566320,Octo Studio,2017
Adventure,Azada: Elementa Collector's Edition,['Single-player'],9.99,596400,ERS G Studios,2017
Action,rooMaze,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",1.99,575830,ChairKilling,2017
Adventure,SPACE-FRIGHT,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",6.99,592750,R I MAD,2017
Action,Zoop! - Hunter's Grimm,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",1.99,577460,Warfare Studios,2017
Simulation,Tabletop Simulator - Warfighter,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",14.99,468723,"Berserk Games,Dan Verssen Games",2017
Adventure,Ludoria,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Cross-Platform Multiplayer']",19.99,432420,Eminent Softworks,2017
Action,Mastema: Out of Hell,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",4.99,595550,Oscar Celestini,2017
Action,Deceit,"['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",Free to Play,466240,Automaton,2017
Action,DESYNC: The Original Soundtrack - Volume 2 (Volkor X),"['Single-player', 'Downloadable Content']",2.99,602441,The Foregone Syndicate,2017
Action,DESYNC: The Original Soundtrack - Volume 1 (Daniel Deluxe),"['Single-player', 'Downloadable Content']",6.99,602440,The Foregone Syndicate,2017
Action,Dark Throne,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",0.99,587490,Marcin Mikołajczyk,2017
Adventure,Clicker Heroes: Boxy &amp; Bloop Auto Clicker,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Stats']",9.99,591620,Playsaurus,2017
Action,DED,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",Free To Play,571350,"L. Stotch,Vladimir Soldatov",2017
Simulation,Cards of Chaos,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",6.99,517110,Pixel Battery,2017
Action,The Last Cargo,"['Single-player', 'Steam Trading Cards']",9.99,593560,Ehnenu,2017
Action,johnsgame,"['Single-player', 'Steam Achievements']",1.99,597240,"GCRH,Daynar",2017
Adventure,Wild Unknown,"['Single-player', 'Steam Achievements', 'Full controller support']",4.99,592570,Joe Sansone,2017
Action,Hurricane,"['Multi-player', 'Co-op', 'Steam Trading Cards']",13.99,503240,Because I Can,2017
Action,Infektor,"['Single-player', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",4.99,554670,Rushing Vise,2017
Strategy,Fantasy Grounds - Dead in the Water (CoC),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",8.99,601730,"SmiteWorks USA, LLC",2017
Adventure,Witch Hunters: Stolen Beauty Collector's Edition,['Single-player'],9.99,597280,Top Evidence Studio,2017
Adventure,Goblin Harvest - The Mighty Quest,"['Single-player', 'Steam Cloud']",9.99,604060,Ian Williams,2017
Strategy,Fantasy Grounds - Disposable Heroes: Modern Gangs (Token Pack),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",3.99,601350,"SmiteWorks USA, LLC",2017
Action,ULTIMATE MARVEL VS. CAPCOM 3,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",24.99,357190,"CAPCOM CO., LTD.",2017
Simulation,City of God I - Prison Empire,"['Single-player', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Commentary available']",11.99,466860,Pixel Gangsta Studio,2017
Simulation,SimAirport,"['Single-player', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",19.99,598330,LVGameDev LLC,2017
Action,Tom Clancy's Ghost Recon® Wildlands,"['Single-player', 'Multi-player', 'Co-op', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support']",59.99,460930,"Ubisoft Paris,Ubisoft Annecy,Ubisoft Bucharest,Ubisoft Montpellier,Ubisoft Milan,Reflections,Ubisoft Belgrade",2017
Action,Dreamlike Worlds,"['Single-player', 'Steam Trading Cards']",0.99,602200,JustForward,2017
Action,Tom Clancy's Ghost Recon® Wildlands - Season Pass,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']",39.99,573830,"Ubisoft Paris,Ubisoft Annecy,Ubisoft Bucharest,Ubisoft Montpellier,Ubisoft Milan,Reflections",2017
Adventure,Drift 7 Islands (survival),['Single-player'],3.99,592740,GamerGG,2017
Adventure,Switch - Or Die Trying,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,506090,Threye Interactive,2017
Adventure,Switch - Or Die Trying Soundtrack,"['Single-player', 'Downloadable Content', 'Full controller support', 'Steam Cloud']",Free,604930,Threye Interactive,2017
Action,Military Airfield - Donation DLC,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",1.99,602210,Polygon Art,2017
Action,VoidExpanse: Pariahs' Bane,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",4.99,499410,AtomicTorch Studio,2017
Action,VoidExpanse: Soundtrack Complete,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",4.99,602740,AtomicTorch Studio,2017
Simulation,Star Merchant,"['Single-player', 'Steam Trading Cards']",1.99,594720,SimProse Studios,2017
Simulation,Expansion - Crusader Kings II: Monks and Mystics,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Trading Cards']",14.99,530780,Paradox Development Studio,2017
Adventure,LEAVES - The Journey,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",7.99,569800,ZAR 21,2017
Action,Disc Jam,"['Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support']",14.99,415880,High Horse Entertainment,2017
Action,The guard of dungeon,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",2.99,601640,HeX,2017
Simulation,Crusader Kings II: Hymns of Revelation,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Trading Cards']",1.99,601270,Paradox Development Studio,2017
Strategy,Fantasy Grounds - Mini-Dungeon #015: Torment at Torni Tower (PFRPG),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",2.99,576200,"SmiteWorks USA, LLC",2017
Action,Lightspeed Frontier,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud']",14.99,548650,Crowdwork Studios,2017
Adventure,Loot Rascals Soundtrack,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Leaderboards']",6.99,583670,Hollow Ponds,2017
Adventure,Loot Rascals,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",14.99,443880,Hollow Ponds,2017
Simulation,Rocksmith® 2014 Edition – Remastered – Avril Lavigne - “Complicated”,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,509734,Ubisoft - San Francisco,2017
Simulation,Rocksmith® 2014 Edition – Remastered – Avril Lavigne - “I’m with You”,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,509735,Ubisoft - San Francisco,2017
Simulation,Rocksmith® 2014 Edition – Remastered – Avril Lavigne Song Pack,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",11.99,509739,Ubisoft - San Francisco,2017
Simulation,Rocksmith® 2014 Edition – Remastered – Avril Lavigne - “Sk8er Boi”,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,509736,Ubisoft - San Francisco,2017
Simulation,Rocksmith® 2014 Edition – Remastered – Avril Lavigne - “When You’re Gone”,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,509738,Ubisoft - San Francisco,2017
Adventure,LEGO® Worlds,"['Single-player', 'Online Multi-Player', 'Online Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support']",29.99,332310,"TT Games,Traveller's Tales",2017
Simulation,Rocksmith® 2014 Edition – Remastered – Avril Lavigne - “My Happy Ending”,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,509737,Ubisoft - San Francisco,2017
Strategy,Fantasy Grounds - Gauntlet of Spiragos (PFRPG),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",0.99,605700,"SmiteWorks USA, LLC",2017
Adventure,Ominous Objects: Family Portrait Collector's Edition,['Single-player'],9.99,598050,Daily Magic Productions,2017
Action,Awesomenauts - Summertime Chucho Skin,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']",2.99,399832,Ronimo Games,2017
Adventure,- Arcane Raise -,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud']",2.99,603750,Arcane Raise,2017
Strategy,"Buccaneers, Bounty &amp; Boom!","['Single-player', 'Online Multi-Player', 'Cross-Platform Multiplayer']",11.99,597640,Iron Helmet Games,2017
Action,Reflex Arena,"['Multi-player', 'Online Multi-Player', 'Steam Workshop', 'In-App Purchases', 'Stats', 'Steam Leaderboards', 'Includes level editor']",9.99,328070,Turbo Pixel Studios,2014
Action,Space Jammers,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",14.99,471400,Spread Shot Studios LLC,2017
Simulation,The Cooking Game Original Soundtracks,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",2.99,591040,Play Spirit Limited,2017
Strategy,Deckbound Heroes (Open Beta),"['Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'In-App Purchases']",Free To Play,540160,Deckbound,2017
Action,Danmaku Unlimited 3,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,450950,Doragon Entertainment,2017
Action,Maximum Override,"['Single-player', 'Steam Achievements', 'Full controller support']",6.99,389220,Alientrap,2017
Adventure,Sounds of Her Love,['Single-player'],Free,603880,ds-sans,2017
Action,Bootombaa,"['Single-player', 'Steam Trading Cards']",0.99,605910,Naarassusi Game,2017
Action,Biosupremacy - Original Soundtrack,"['Single-player', 'Downloadable Content', 'Full controller support']",1.99,606210,DarkPolygon Games,2017
Action,Revhead,"['Single-player', 'Partial Controller Support']",19.99,589760,Creative Pudding Hungary Llc.,2017
Action,ERISLE,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",Free To Play,493480,Expect Studio,2017
Adventure,Arcane Raise - Lorebook,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",Free,604091,Arcane Raise,2017
Simulation,Chess3D,"['Single-player', 'Multi-player', 'Steam Trading Cards']",9.99,599670,Whitefishgames,2016
Adventure,Broken Sword 1: Original Version,"['Single-player', 'Downloadable Content']",Free,580430,Revolution Software Ltd,1996
Adventure,Blink,"['Single-player', 'Steam Achievements', 'Full controller support']",6.99,447210,nextReality Games,2017
Adventure,Broken Sword 2: Original Version,"['Single-player', 'Downloadable Content']",Free,580440,Revolution Software Ltd,1997
Adventure,Broken Sword 2: Soundtrack,"['Single-player', 'Downloadable Content']",3.99,565770,Revolution Software Ltd,2017
Adventure,Broken Sword 3: Soundtrack,"['Single-player', 'Downloadable Content', 'Partial Controller Support']",3.99,565810,Revolution Software Ltd,2017
Adventure,Broken Sword 1: Soundtrack,"['Single-player', 'Downloadable Content']",3.99,564850,Revolution Software Ltd,2017
Action,Super Spring Ninja,['Single-player'],2.99,523230,Demon Sword Games,2017
Adventure,Fenimore Fillmore: The Westerner,['Single-player'],9.99,503650,Casual Brothers,2017
Action,Red Barton and The Sky Pirates,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Partial Controller Support']",0.99,540590,Schism Worldwide,2017
Adventure,GRUZCHIK,"['Single-player', 'Steam Trading Cards']",0.99,603290,NDPendent Games,2017
Adventure,Hexaball,['Single-player'],0.99,602830,kedexa,2017
Action,DOA5LR Arc System Works Mashup Set,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']",31.99,601390,"Team NINJA,KOEI TECMO GAMES CO., LTD.",2017
Adventure,Cubic complex,"['Single-player', 'Local Multi-Player']",0.99,500100,Kedexa,2017
Action,World Destroyers,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",6.99,550200,HardHead Games,2017
Action,Coffence,"['Single-player', 'Local Multi-Player', 'Shared/Split Screen', 'Full controller support']",14.99,583240,Sweet Bandits Studios,2017
Action,Dead Rising 4 - Season Pass,"['Single-player', 'Online Multi-Player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",19.99,592700,"Capcom Game Studio Vancouver, Inc.",2017
Action,Dead Rising 4,"['Single-player', 'Online Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",59.99,543460,"Capcom Game Studio Vancouver, Inc.",2017
Action,Ticket OST,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",3.99,608720,magicdweedoo,2016
Adventure,Lost in Nature,"['Single-player', 'Steam Achievements', 'Stats']",14.99,601500,Moongate Digital,2017
